tv_name,weekday,timeslot,number_of_tickets,Date
StellarWave A9,Thursday,0-8,1,1998-01-01
StellarWave A9,Friday,0-8,0,1997-12-26
Luminor Arc 65,Monday,16-20,0,1997-12-22
StellarWave A9,Monday,0-8,0,1997-12-15
StellarWave A9,Saturday,16-20,0,1997-12-13
Luminor Arc 65,Sunday,20-24,1,1997-12-07
Luminor Arc 65,Wednesday,16-20,1,1997-12-03
Luminor Arc 65,Sunday,8-12,1,1997-11-30
Luminor Arc 65,Friday,12-16,278,1997-11-28
Luminor Arc 65,Wednesday,16-20,1,1997-11-26
Luminor Arc 65,Tuesday,0-8,0,1997-11-25
Luminor Arc 65,Saturday,12-16,4,1997-11-22
Luminor Arc 65,Tuesday,8-12,271,1997-11-18
Luminor Arc 65,Thursday,8-12,261,1997-11-13
StellarWave A9,Friday,8-12,5,1997-11-07
StellarWave A9,Thursday,0-8,0,1997-11-06
Luminor Arc 65,Thursday,0-8,1,1997-10-30
Luminor Arc 65,Thursday,12-16,268,1997-10-23
Luminor Arc 65,Monday,0-8,0,1997-10-20
StellarWave A9,Friday,20-24,284,1997-10-17
StellarWave A9,Friday,16-20,249,1997-10-10
Luminor Arc 65,Monday,8-12,255,1997-10-06
StellarWave A9,Thursday,20-24,250,1997-10-02
StellarWave A9,Wednesday,12-16,77,1997-10-01
StellarWave A9,Tuesday,8-12,0,1997-09-30
StellarWave A9,Tuesday,0-8,2,1997-09-23
Luminor Arc 65,Wednesday,12-16,254,1997-09-17
StellarWave A9,Friday,0-8,0,1997-09-12
StellarWave A9,Monday,12-16,68,1997-09-08
Luminor Arc 65,Tuesday,16-20,2,1997-09-02
StellarWave A9,Sunday,0-8,246,1997-08-31
Luminor Arc 65,Wednesday,20-24,2,1997-08-27
Luminor Arc 65,Wednesday,16-20,2,1997-08-20
StellarWave A9,Monday,0-8,1,1997-08-18
StellarWave A9,Sunday,20-24,1,1997-08-17
Luminor Arc 65,Saturday,12-16,0,1997-08-16
StellarWave A9,Friday,20-24,302,1997-08-15
StellarWave A9,Tuesday,20-24,205,1997-08-12
Luminor Arc 65,Thursday,8-12,284,1997-08-07
Luminor Arc 65,Friday,20-24,1,1997-08-01
Luminor Arc 65,Tuesday,0-8,0,1997-07-29
StellarWave A9,Thursday,16-20,246,1997-07-24
Luminor Arc 65,Sunday,0-8,0,1997-07-20
StellarWave A9,Wednesday,20-24,252,1997-07-16
Luminor Arc 65,Thursday,8-12,250,1997-07-10
Luminor Arc 65,Tuesday,12-16,205,1997-07-08
Luminor Arc 65,Thursday,12-16,227,1997-07-03
Luminor Arc 65,Thursday,16-20,0,1997-06-26
Luminor Arc 65,Sunday,12-16,2,1997-06-22
StellarWave A9,Sunday,0-8,280,1997-06-15
StellarWave A9,Friday,20-24,271,1997-06-13
Luminor Arc 65,Monday,12-16,201,1997-06-09
Luminor Arc 65,Monday,20-24,0,1997-06-02
Luminor Arc 65,Sunday,8-12,1,1997-06-01
Luminor Arc 65,Wednesday,0-8,2,1997-05-28
Luminor Arc 65,Sunday,12-16,0,1997-05-25
StellarWave A9,Friday,0-8,1,1997-05-23
StellarWave A9,Tuesday,8-12,0,1997-05-20
StellarWave A9,Thursday,12-16,80,1997-05-15
Luminor Arc 65,Monday,12-16,227,1997-05-12
StellarWave A9,Thursday,16-20,211,1997-05-08
Luminor Arc 65,Wednesday,12-16,205,1997-05-07
StellarWave A9,Thursday,20-24,243,1997-05-01
StellarWave A9,Friday,16-20,235,1997-04-25
StellarWave A9,Thursday,16-20,203,1997-04-24
StellarWave A9,Wednesday,20-24,271,1997-04-23
Luminor Arc 65,Monday,20-24,0,1997-04-21
StellarWave A9,Friday,8-12,16,1997-04-18
Luminor Arc 65,Saturday,0-8,30,1997-04-12
StellarWave A9,Tuesday,0-8,1,1997-04-08
Luminor Arc 65,Monday,20-24,2,1997-04-07
StellarWave A9,Thursday,20-24,283,1997-04-03
Luminor Arc 65,Thursday,20-24,3,1997-03-27
StellarWave A9,Tuesday,20-24,260,1997-03-25
Luminor Arc 65,Tuesday,0-8,1,1997-03-18
Luminor Arc 65,Tuesday,8-12,258,1997-03-11
Luminor Arc 65,Sunday,0-8,0,1997-03-09
Luminor Arc 65,Wednesday,16-20,3,1997-03-05
StellarWave A9,Wednesday,16-20,223,1997-02-26
StellarWave A9,Saturday,8-12,244,1997-02-22
Luminor Arc 65,Wednesday,20-24,0,1997-02-19
StellarWave A9,Thursday,16-20,233,1997-02-13
StellarWave A9,Tuesday,16-20,200,1997-02-11
Luminor Arc 65,Wednesday,12-16,244,1997-02-05
Luminor Arc 65,Monday,8-12,226,1997-02-03
StellarWave A9,Saturday,12-16,98,1997-02-01
Luminor Arc 65,Wednesday,12-16,230,1997-01-29
StellarWave A9,Saturday,8-12,239,1997-01-25
Luminor Arc 65,Wednesday,0-8,3,1997-01-22
StellarWave A9,Tuesday,16-20,221,1997-01-21
StellarWave A9,Friday,8-12,10,1997-01-17
StellarWave A9,Sunday,16-20,2,1997-01-12
Luminor Arc 65,Wednesday,16-20,1,1997-01-08
Luminor Arc 65,Thursday,20-24,2,1997-01-02
Luminor Arc 65,Monday,0-8,2,1996-12-30
StellarWave A9,Thursday,0-8,1,1996-12-26
Luminor Arc 65,Thursday,16-20,1,1996-12-19
StellarWave A9,Saturday,12-16,78,1996-12-14
Luminor Arc 65,Monday,8-12,275,1996-12-09
Luminor Arc 65,Friday,20-24,1,1996-12-06
StellarWave A9,Saturday,0-8,279,1996-11-30
Luminor Arc 65,Monday,8-12,235,1996-11-25
StellarWave A9,Friday,16-20,266,1996-11-22
Luminor Arc 65,Monday,16-20,0,1996-11-18
Luminor Arc 65,Thursday,8-12,280,1996-11-14
Luminor Arc 65,Wednesday,8-12,284,1996-11-13
StellarWave A9,Sunday,12-16,70,1996-11-10
StellarWave A9,Saturday,16-20,0,1996-11-09
StellarWave A9,Tuesday,16-20,200,1996-11-05
StellarWave A9,Thursday,16-20,232,1996-10-31
Luminor Arc 65,Monday,16-20,0,1996-10-28
StellarWave A9,Saturday,12-16,90,1996-10-26
StellarWave A9,Sunday,8-12,239,1996-10-20
Luminor Arc 65,Wednesday,20-24,2,1996-10-16
Luminor Arc 65,Tuesday,20-24,3,1996-10-15
StellarWave A9,Thursday,16-20,239,1996-10-10
Luminor Arc 65,Wednesday,20-24,3,1996-10-09
Luminor Arc 65,Tuesday,0-8,2,1996-10-08
Luminor Arc 65,Sunday,0-8,0,1996-10-06
Luminor Arc 65,Thursday,8-12,291,1996-10-03
Luminor Arc 65,Friday,20-24,2,1996-09-27
Luminor Arc 65,Wednesday,20-24,1,1996-09-25
Luminor Arc 65,Thursday,8-12,273,1996-09-19
Luminor Arc 65,Wednesday,12-16,218,1996-09-18
StellarWave A9,Thursday,8-12,3,1996-09-12
StellarWave A9,Sunday,16-20,0,1996-09-08
Luminor Arc 65,Monday,8-12,243,1996-09-02
StellarWave A9,Tuesday,16-20,238,1996-08-27
Luminor Arc 65,Thursday,20-24,0,1996-08-22
StellarWave A9,Monday,20-24,231,1996-08-19
Luminor Arc 65,Wednesday,16-20,0,1996-08-14
StellarWave A9,Tuesday,8-12,0,1996-08-13
Luminor Arc 65,Saturday,20-24,3,1996-08-10
Luminor Arc 65,Monday,0-8,0,1996-08-05
Luminor Arc 65,Thursday,8-12,285,1996-08-01
Luminor Arc 65,Tuesday,0-8,2,1996-07-30
StellarWave A9,Thursday,8-12,2,1996-07-25
StellarWave A9,Friday,8-12,3,1996-07-19
StellarWave A9,Wednesday,8-12,3,1996-07-17
Luminor Arc 65,Tuesday,0-8,0,1996-07-16
StellarWave A9,Thursday,12-16,80,1996-07-11
StellarWave A9,Tuesday,20-24,297,1996-07-09
StellarWave A9,Wednesday,8-12,3,1996-07-03
StellarWave A9,Wednesday,20-24,283,1996-06-26
Luminor Arc 65,Friday,8-12,297,1996-06-21
Luminor Arc 65,Friday,12-16,269,1996-06-14
StellarWave A9,Tuesday,0-8,0,1996-06-11
StellarWave A9,Friday,16-20,242,1996-06-07
Luminor Arc 65,Tuesday,0-8,0,1996-06-04
Luminor Arc 65,Thursday,0-8,2,1996-05-30
StellarWave A9,Saturday,16-20,1,1996-05-25
Luminor Arc 65,Monday,12-16,225,1996-05-20
StellarWave A9,Monday,8-12,1,1996-05-13
Luminor Arc 65,Wednesday,8-12,256,1996-05-08
StellarWave A9,Friday,20-24,293,1996-05-03
StellarWave A9,Thursday,0-8,1,1996-05-02
Luminor Arc 65,Friday,0-8,1,1996-04-26
Luminor Arc 65,Saturday,8-12,1,1996-04-20
Luminor Arc 65,Monday,20-24,1,1996-04-15
Luminor Arc 65,Saturday,20-24,2,1996-04-13
Luminor Arc 65,Saturday,20-24,2,1996-04-06
StellarWave A9,Wednesday,20-24,292,1996-04-03
Luminor Arc 65,Thursday,16-20,2,1996-03-28
Luminor Arc 65,Friday,16-20,1,1996-03-22
StellarWave A9,Thursday,16-20,239,1996-03-21
Luminor Arc 65,Saturday,12-16,1,1996-03-16
StellarWave A9,Thursday,8-12,0,1996-03-14
Luminor Arc 65,Monday,8-12,267,1996-03-11
StellarWave A9,Wednesday,0-8,1,1996-03-06
StellarWave A9,Tuesday,8-12,2,1996-03-05
Luminor Arc 65,Sunday,12-16,0,1996-03-03
StellarWave A9,Friday,16-20,200,1996-03-01
Luminor Arc 65,Sunday,16-20,0,1996-02-25
StellarWave A9,Friday,0-8,0,1996-02-23
Luminor Arc 65,Wednesday,16-20,1,1996-02-21
StellarWave A9,Saturday,0-8,274,1996-02-17
StellarWave A9,Saturday,20-24,2,1996-02-10
Luminor Arc 65,Friday,12-16,258,1996-02-09
Luminor Arc 65,Monday,8-12,257,1996-02-05
Luminor Arc 65,Monday,8-12,254,1996-01-29
Luminor Arc 65,Saturday,0-8,8,1996-01-27
StellarWave A9,Monday,12-16,50,1996-01-22
Luminor Arc 65,Sunday,12-16,1,1996-01-21
Luminor Arc 65,Saturday,0-8,17,1996-01-20
Luminor Arc 65,Thursday,8-12,264,1996-01-18
StellarWave A9,Sunday,20-24,0,1996-01-14
Luminor Arc 65,Wednesday,12-16,259,1996-01-10
Luminor Arc 65,Tuesday,12-16,211,1996-01-09
Luminor Arc 65,Saturday,20-24,0,1996-01-06
Luminor Arc 65,Saturday,20-24,0,1995-12-30
StellarWave A9,Tuesday,12-16,74,1995-12-26
Luminor Arc 65,Friday,12-16,237,1995-12-22
StellarWave A9,Wednesday,12-16,63,1995-12-20
Luminor Arc 65,Wednesday,8-12,264,1995-12-13
StellarWave A9,Thursday,8-12,2,1995-12-07
Luminor Arc 65,Thursday,0-8,0,1995-11-30
StellarWave A9,Saturday,12-16,78,1995-11-25
Luminor Arc 65,Thursday,0-8,1,1995-11-23
StellarWave A9,Tuesday,8-12,1,1995-11-21
StellarWave A9,Tuesday,12-16,80,1995-11-14
StellarWave A9,Monday,12-16,50,1995-11-13
StellarWave A9,Sunday,12-16,56,1995-11-12
Luminor Arc 65,Wednesday,20-24,1,1995-11-08
Luminor Arc 65,Friday,16-20,1,1995-11-03
StellarWave A9,Monday,12-16,71,1995-10-30
StellarWave A9,Monday,16-20,197,1995-10-23
Luminor Arc 65,Tuesday,0-8,1,1995-10-17
Luminor Arc 65,Tuesday,8-12,262,1995-10-10
Luminor Arc 65,Sunday,20-24,0,1995-10-08
StellarWave A9,Saturday,16-20,0,1995-10-07
Luminor Arc 65,Tuesday,0-8,2,1995-10-03
StellarWave A9,Wednesday,20-24,261,1995-09-27
StellarWave A9,Monday,8-12,0,1995-09-25
Luminor Arc 65,Tuesday,8-12,272,1995-09-19
StellarWave A9,Thursday,0-8,2,1995-09-14
StellarWave A9,Tuesday,20-24,239,1995-09-12
Luminor Arc 65,Monday,12-16,213,1995-09-11
Luminor Arc 65,Friday,12-16,252,1995-09-08
Luminor Arc 65,Monday,0-8,2,1995-09-04
StellarWave A9,Sunday,16-20,0,1995-09-03
StellarWave A9,Saturday,20-24,1,1995-09-02
StellarWave A9,Tuesday,12-16,74,1995-08-29
StellarWave A9,Friday,0-8,0,1995-08-25
StellarWave A9,Friday,0-8,2,1995-08-18
StellarWave A9,Sunday,20-24,0,1995-08-13
StellarWave A9,Sunday,0-8,242,1995-08-06
Luminor Arc 65,Sunday,8-12,1,1995-07-30
StellarWave A9,Saturday,12-16,58,1995-07-29
StellarWave A9,Thursday,16-20,219,1995-07-27
StellarWave A9,Thursday,12-16,90,1995-07-20
Luminor Arc 65,Sunday,8-12,0,1995-07-16
Luminor Arc 65,Friday,12-16,222,1995-07-14
StellarWave A9,Saturday,12-16,72,1995-07-08
Luminor Arc 65,Friday,8-12,270,1995-07-07
Luminor Arc 65,Wednesday,20-24,0,1995-07-05
Luminor Arc 65,Saturday,0-8,9,1995-07-01
Luminor Arc 65,Sunday,0-8,1,1995-06-25
Luminor Arc 65,Saturday,0-8,8,1995-06-24
StellarWave A9,Friday,12-16,80,1995-06-23
StellarWave A9,Friday,16-20,252,1995-06-16
Luminor Arc 65,Friday,16-20,2,1995-06-09
Luminor Arc 65,Saturday,16-20,0,1995-06-03
Luminor Arc 65,Friday,0-8,4,1995-06-02
Luminor Arc 65,Tuesday,8-12,261,1995-05-30
StellarWave A9,Thursday,12-16,101,1995-05-25
Luminor Arc 65,Tuesday,8-12,248,1995-05-23
StellarWave A9,Thursday,12-16,93,1995-05-18
StellarWave A9,Sunday,12-16,72,1995-05-14
StellarWave A9,Thursday,0-8,1,1995-05-11
Luminor Arc 65,Wednesday,0-8,1,1995-05-10
StellarWave A9,Monday,20-24,227,1995-05-08
Luminor Arc 65,Thursday,8-12,317,1995-05-04
Luminor Arc 65,Thursday,20-24,0,1995-04-27
StellarWave A9,Thursday,20-24,269,1995-04-20
StellarWave A9,Tuesday,12-16,46,1995-04-18
StellarWave A9,Wednesday,0-8,2,1995-04-12
Luminor Arc 65,Sunday,8-12,2,1995-04-09
StellarWave A9,Monday,20-24,219,1995-04-03
StellarWave A9,Friday,0-8,1,1995-03-31
StellarWave A9,Tuesday,0-8,0,1995-03-28
Luminor Arc 65,Monday,12-16,215,1995-03-27
StellarWave A9,Thursday,0-8,0,1995-03-23
Luminor Arc 65,Sunday,12-16,1,1995-03-19
StellarWave A9,Saturday,8-12,229,1995-03-18
Luminor Arc 65,Friday,16-20,0,1995-03-17
StellarWave A9,Sunday,16-20,0,1995-03-12
StellarWave A9,Friday,20-24,301,1995-03-10
StellarWave A9,Sunday,20-24,1,1995-03-05
StellarWave A9,Monday,20-24,254,1995-02-27
StellarWave A9,Friday,12-16,92,1995-02-24
Luminor Arc 65,Tuesday,0-8,0,1995-02-21
StellarWave A9,Monday,16-20,192,1995-02-20
StellarWave A9,Sunday,0-8,252,1995-02-19
Luminor Arc 65,Tuesday,16-20,0,1995-02-14
StellarWave A9,Sunday,0-8,261,1995-02-12
Luminor Arc 65,Tuesday,16-20,2,1995-02-07
Luminor Arc 65,Tuesday,20-24,2,1995-01-31
Luminor Arc 65,Thursday,16-20,1,1995-01-26
Luminor Arc 65,Tuesday,16-20,0,1995-01-24
StellarWave A9,Tuesday,20-24,228,1995-01-17
StellarWave A9,Monday,20-24,208,1995-01-16
StellarWave A9,Wednesday,0-8,1,1995-01-11
StellarWave A9,Tuesday,20-24,248,1995-01-10
Luminor Arc 65,Monday,12-16,245,1995-01-09
StellarWave A9,Wednesday,0-8,1,1995-01-04
StellarWave A9,Thursday,8-12,2,1994-12-29
StellarWave A9,Wednesday,12-16,65,1994-12-28
Luminor Arc 65,Thursday,20-24,3,1994-12-22
Luminor Arc 65,Sunday,8-12,1,1994-12-18
StellarWave A9,Saturday,8-12,225,1994-12-17
StellarWave A9,Tuesday,20-24,251,1994-12-13
StellarWave A9,Sunday,20-24,1,1994-12-11
Luminor Arc 65,Saturday,12-16,1,1994-12-10
Luminor Arc 65,Friday,0-8,1,1994-12-09
Luminor Arc 65,Sunday,12-16,3,1994-12-04
StellarWave A9,Wednesday,8-12,1,1994-11-30
Luminor Arc 65,Thursday,20-24,1,1994-11-24
StellarWave A9,Wednesday,12-16,72,1994-11-23
Luminor Arc 65,Wednesday,20-24,0,1994-11-16
Luminor Arc 65,Saturday,0-8,7,1994-11-12
Luminor Arc 65,Thursday,16-20,0,1994-11-10
StellarWave A9,Wednesday,16-20,210,1994-11-09
StellarWave A9,Saturday,8-12,242,1994-11-05
StellarWave A9,Saturday,0-8,296,1994-10-29
Luminor Arc 65,Thursday,0-8,0,1994-10-27
StellarWave A9,Monday,12-16,50,1994-10-24
Luminor Arc 65,Tuesday,12-16,265,1994-10-18
Luminor Arc 65,Saturday,8-12,2,1994-10-15
StellarWave A9,Friday,12-16,96,1994-10-14
Luminor Arc 65,Saturday,0-8,15,1994-10-08
Luminor Arc 65,Thursday,0-8,2,1994-10-06
StellarWave A9,Saturday,8-12,207,1994-10-01
Luminor Arc 65,Wednesday,8-12,257,1994-09-28
Luminor Arc 65,Wednesday,12-16,274,1994-09-21
StellarWave A9,Thursday,0-8,0,1994-09-15
Luminor Arc 65,Tuesday,8-12,260,1994-09-13
StellarWave A9,Sunday,20-24,1,1994-09-11
StellarWave A9,Sunday,16-20,1,1994-09-04
Luminor Arc 65,Saturday,0-8,17,1994-09-03
Luminor Arc 65,Sunday,8-12,0,1994-08-28
StellarWave A9,Wednesday,8-12,1,1994-08-24
StellarWave A9,Sunday,16-20,0,1994-08-21
StellarWave A9,Wednesday,20-24,269,1994-08-17
StellarWave A9,Saturday,8-12,241,1994-08-13
Luminor Arc 65,Thursday,12-16,256,1994-08-11
Luminor Arc 65,Monday,8-12,239,1994-08-08
StellarWave A9,Saturday,8-12,214,1994-08-06
Luminor Arc 65,Tuesday,16-20,0,1994-08-02
StellarWave A9,Monday,8-12,0,1994-08-01
StellarWave A9,Wednesday,12-16,83,1994-07-27
Luminor Arc 65,Sunday,0-8,5,1994-07-24
StellarWave A9,Sunday,16-20,1,1994-07-17
StellarWave A9,Tuesday,8-12,0,1994-07-12
StellarWave A9,Saturday,0-8,257,1994-07-09
StellarWave A9,Tuesday,8-12,1,1994-07-05
Luminor Arc 65,Saturday,16-20,0,1994-07-02
Luminor Arc 65,Wednesday,12-16,215,1994-06-29
Luminor Arc 65,Friday,12-16,243,1994-06-24
StellarWave A9,Thursday,12-16,84,1994-06-23
Luminor Arc 65,Wednesday,0-8,0,1994-06-22
StellarWave A9,Wednesday,20-24,292,1994-06-15
StellarWave A9,Saturday,20-24,2,1994-06-11
Luminor Arc 65,Wednesday,12-16,245,1994-06-08
Luminor Arc 65,Sunday,8-12,0,1994-06-05
StellarWave A9,Sunday,8-12,180,1994-05-29
Luminor Arc 65,Tuesday,0-8,0,1994-05-24
StellarWave A9,Monday,0-8,1,1994-05-23
Luminor Arc 65,Sunday,0-8,5,1994-05-22
Luminor Arc 65,Wednesday,16-20,0,1994-05-18
StellarWave A9,Saturday,8-12,235,1994-05-14
StellarWave A9,Thursday,20-24,235,1994-05-12
Luminor Arc 65,Thursday,12-16,269,1994-05-05
StellarWave A9,Sunday,12-16,81,1994-05-01
StellarWave A9,Monday,0-8,1,1994-04-25
Luminor Arc 65,Monday,20-24,2,1994-04-18
StellarWave A9,Wednesday,12-16,80,1994-04-13
StellarWave A9,Thursday,16-20,221,1994-04-07
Luminor Arc 65,Thursday,0-8,0,1994-03-31
Luminor Arc 65,Sunday,16-20,2,1994-03-27
StellarWave A9,Friday,16-20,250,1994-03-25
Luminor Arc 65,Monday,0-8,2,1994-03-21
StellarWave A9,Monday,8-12,2,1994-03-14
StellarWave A9,Saturday,20-24,0,1994-03-12
Luminor Arc 65,Sunday,20-24,0,1994-03-06
StellarWave A9,Wednesday,8-12,3,1994-03-02
StellarWave A9,Wednesday,0-8,2,1994-02-23
Luminor Arc 65,Sunday,20-24,2,1994-02-20
StellarWave A9,Sunday,0-8,279,1994-02-13
Luminor Arc 65,Friday,12-16,281,1994-02-11
StellarWave A9,Sunday,12-16,80,1994-02-06
StellarWave A9,Sunday,8-12,233,1994-01-30
StellarWave A9,Saturday,16-20,1,1994-01-29
StellarWave A9,Wednesday,0-8,3,1994-01-26
Luminor Arc 65,Friday,8-12,284,1994-01-21
Luminor Arc 65,Monday,12-16,203,1994-01-17
Luminor Arc 65,Saturday,12-16,0,1994-01-15
StellarWave A9,Monday,0-8,3,1994-01-10
StellarWave A9,Monday,8-12,2,1994-01-03
Luminor Arc 65,Sunday,20-24,1,1994-01-02
StellarWave A9,Friday,12-16,90,1993-12-31
StellarWave A9,Wednesday,8-12,0,1993-12-29
Luminor Arc 65,Saturday,16-20,0,1993-12-25
StellarWave A9,Saturday,16-20,1,1993-12-18
StellarWave A9,Friday,0-8,0,1993-12-17
Luminor Arc 65,Monday,20-24,1,1993-12-13
StellarWave A9,Monday,16-20,187,1993-12-06
Luminor Arc 65,Monday,8-12,249,1993-11-29
Luminor Arc 65,Wednesday,20-24,0,1993-11-24
StellarWave A9,Wednesday,12-16,76,1993-11-17
Luminor Arc 65,Saturday,12-16,0,1993-11-13
StellarWave A9,Saturday,20-24,1,1993-11-06
Luminor Arc 65,Wednesday,20-24,1,1993-11-03
StellarWave A9,Monday,0-8,2,1993-11-01
Luminor Arc 65,Wednesday,16-20,1,1993-10-27
Luminor Arc 65,Thursday,8-12,257,1993-10-21
StellarWave A9,Thursday,20-24,237,1993-10-14
Luminor Arc 65,Sunday,20-24,0,1993-10-10
Luminor Arc 65,Wednesday,8-12,285,1993-10-06
StellarWave A9,Monday,12-16,70,1993-10-04
StellarWave A9,Tuesday,12-16,68,1993-09-28
Luminor Arc 65,Saturday,16-20,0,1993-09-25
Luminor Arc 65,Sunday,16-20,0,1993-09-19
StellarWave A9,Sunday,8-12,214,1993-09-12
StellarWave A9,Friday,8-12,1,1993-09-10
Luminor Arc 65,Monday,8-12,206,1993-09-06
StellarWave A9,Wednesday,16-20,210,1993-09-01
Luminor Arc 65,Friday,20-24,1,1993-08-27
Luminor Arc 65,Saturday,20-24,0,1993-08-21
Luminor Arc 65,Monday,8-12,237,1993-08-16
Luminor Arc 65,Friday,0-8,5,1993-08-13
Luminor Arc 65,Sunday,16-20,3,1993-08-08
Luminor Arc 65,Saturday,8-12,1,1993-08-07
StellarWave A9,Wednesday,8-12,1,1993-08-04
StellarWave A9,Thursday,0-8,1,1993-07-29
Luminor Arc 65,Thursday,8-12,282,1993-07-22
StellarWave A9,Sunday,12-16,59,1993-07-18
Luminor Arc 65,Tuesday,0-8,0,1993-07-13
StellarWave A9,Sunday,16-20,2,1993-07-11
Luminor Arc 65,Sunday,0-8,2,1993-07-04
StellarWave A9,Saturday,16-20,0,1993-07-03
Luminor Arc 65,Saturday,20-24,1,1993-06-26
Luminor Arc 65,Sunday,0-8,8,1993-06-20
Luminor Arc 65,Saturday,16-20,1,1993-06-19
Luminor Arc 65,Sunday,20-24,1,1993-06-13
StellarWave A9,Monday,0-8,0,1993-06-07
StellarWave A9,Tuesday,16-20,224,1993-06-01
Luminor Arc 65,Monday,16-20,2,1993-05-31
Luminor Arc 65,Sunday,12-16,0,1993-05-30
StellarWave A9,Thursday,8-12,2,1993-05-27
Luminor Arc 65,Friday,16-20,0,1993-05-21
StellarWave A9,Thursday,16-20,218,1993-05-20
StellarWave A9,Saturday,20-24,1,1993-05-15
StellarWave A9,Monday,8-12,1,1993-05-10
Luminor Arc 65,Sunday,12-16,0,1993-05-09
Luminor Arc 65,Monday,16-20,2,1993-05-03
StellarWave A9,Sunday,12-16,83,1993-05-02
StellarWave A9,Tuesday,20-24,259,1993-04-27
StellarWave A9,Tuesday,12-16,67,1993-04-20
Luminor Arc 65,Monday,0-8,0,1993-04-19
StellarWave A9,Thursday,8-12,0,1993-04-15
StellarWave A9,Wednesday,20-24,260,1993-04-14
StellarWave A9,Thursday,16-20,203,1993-04-08
StellarWave A9,Friday,0-8,1,1993-04-02
StellarWave A9,Tuesday,12-16,76,1993-03-30
Luminor Arc 65,Wednesday,16-20,0,1993-03-24
Luminor Arc 65,Wednesday,8-12,263,1993-03-17
Luminor Arc 65,Saturday,12-16,0,1993-03-13
StellarWave A9,Monday,0-8,1,1993-03-08
StellarWave A9,Sunday,12-16,67,1993-03-07
Luminor Arc 65,Friday,0-8,8,1993-03-05
Luminor Arc 65,Sunday,0-8,1,1993-02-28
StellarWave A9,Wednesday,20-24,239,1993-02-24
StellarWave A9,Thursday,16-20,238,1993-02-18
Luminor Arc 65,Wednesday,20-24,0,1993-02-17
Luminor Arc 65,Sunday,16-20,1,1993-02-14
StellarWave A9,Friday,16-20,261,1993-02-12
StellarWave A9,Thursday,8-12,0,1993-02-11
Luminor Arc 65,Wednesday,12-16,243,1993-02-10
StellarWave A9,Saturday,8-12,234,1993-02-06
StellarWave A9,Tuesday,8-12,1,1993-02-02
StellarWave A9,Friday,12-16,128,1993-01-29
Luminor Arc 65,Friday,8-12,266,1993-01-22
StellarWave A9,Wednesday,12-16,105,1993-01-20
Luminor Arc 65,Friday,8-12,306,1993-01-15
Luminor Arc 65,Wednesday,16-20,1,1993-01-13
StellarWave A9,Saturday,12-16,83,1993-01-09
Luminor Arc 65,Monday,20-24,0,1993-01-04
Luminor Arc 65,Sunday,16-20,0,1993-01-03
StellarWave A9,Thursday,0-8,0,1992-12-31
StellarWave A9,Monday,20-24,222,1992-12-28
Luminor Arc 65,Thursday,12-16,241,1992-12-24
Luminor Arc 65,Friday,12-16,282,1992-12-18
StellarWave A9,Wednesday,8-12,2,1992-12-16
Luminor Arc 65,Friday,8-12,279,1992-12-11
Luminor Arc 65,Thursday,0-8,1,1992-12-10
Luminor Arc 65,Tuesday,8-12,265,1992-12-08
StellarWave A9,Tuesday,16-20,207,1992-12-01
StellarWave A9,Thursday,0-8,1,1992-11-26
Luminor Arc 65,Friday,16-20,0,1992-11-20
Luminor Arc 65,Saturday,20-24,0,1992-11-14
Luminor Arc 65,Sunday,0-8,1,1992-11-08
Luminor Arc 65,Monday,0-8,3,1992-11-02
Luminor Arc 65,Wednesday,16-20,2,1992-10-28
StellarWave A9,Sunday,20-24,0,1992-10-25
StellarWave A9,Tuesday,0-8,2,1992-10-20
StellarWave A9,Saturday,12-16,94,1992-10-17
StellarWave A9,Sunday,20-24,2,1992-10-11
Luminor Arc 65,Saturday,0-8,18,1992-10-10
Luminor Arc 65,Monday,8-12,233,1992-10-05
StellarWave A9,Wednesday,16-20,196,1992-09-30
Luminor Arc 65,Saturday,12-16,1,1992-09-26
StellarWave A9,Thursday,20-24,284,1992-09-24
Luminor Arc 65,Friday,0-8,7,1992-09-18
Luminor Arc 65,Wednesday,20-24,0,1992-09-16
Luminor Arc 65,Thursday,20-24,2,1992-09-10
StellarWave A9,Thursday,12-16,113,1992-09-03
Luminor Arc 65,Thursday,12-16,273,1992-08-27
StellarWave A9,Thursday,16-20,258,1992-08-20
StellarWave A9,Sunday,0-8,262,1992-08-16
StellarWave A9,Sunday,16-20,1,1992-08-09
StellarWave A9,Saturday,0-8,262,1992-08-08
Luminor Arc 65,Tuesday,12-16,222,1992-08-04
Luminor Arc 65,Thursday,8-12,263,1992-07-30
Luminor Arc 65,Wednesday,16-20,3,1992-07-29
Luminor Arc 65,Monday,0-8,4,1992-07-27
Luminor Arc 65,Thursday,16-20,2,1992-07-23
StellarWave A9,Saturday,16-20,0,1992-07-18
StellarWave A9,Saturday,16-20,2,1992-07-11
StellarWave A9,Friday,16-20,244,1992-07-10
StellarWave A9,Tuesday,12-16,67,1992-07-07
Luminor Arc 65,Monday,20-24,2,1992-07-06
Luminor Arc 65,Thursday,16-20,0,1992-07-02
StellarWave A9,Wednesday,8-12,0,1992-07-01
StellarWave A9,Friday,0-8,0,1992-06-26
Luminor Arc 65,Monday,16-20,0,1992-06-22
Luminor Arc 65,Monday,8-12,225,1992-06-15
